rank,ticker,crossings,hits,hit_rate,avg_return_30d,avg_return_60d,avg_return_90d,market_cap,sector,in_preferred,hr_pre-covi,hr_covid+re,hr_ai_cycle
705,DAKT,3,2,0.6667,0.0574,0.0905,0.2365,1340077489,MISCELLANEOUS MANUFACTURING INDUSTRIES,False,,,0.6667
706,CRGY,3,2,0.6667,0.0658,0.0749,0.0956,3359346090,CRUDE PETROLEUM & NATURAL GAS,False,,,0.6667
707,CRS,3,2,0.6667,0.0757,0.1423,0.2275,18917730516,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",False,,,0.6667
708,CSL,3,2,0.6667,0.1085,0.1571,0.1571,17092052996,"FABRICATED RUBBER PRODUCTS, NEC",False,,,0.6667
709,CUK,3,2,0.6667,0.1102,0.2034,0.2304,41425984602,WATER TRANSPORTATION,False,,,0.6667
710,CVE,6,4,0.6667,0.0393,0.0587,0.1227,41425403160,,False,,,0.6667
711,NGG,3,2,0.6667,0.1021,0.1309,0.1508,91869463686,,False,,,0.6667
712,DAWN,3,2,0.6667,0.0704,0.0883,0.2857,1165366947,PHARMACEUTICAL PREPARATIONS,False,,,0.6667
713,DCI,3,2,0.6667,0.0291,0.0439,0.1251,12624753759,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFYING EQUIP,False,,,0.6667
714,DEC,6,4,0.6667,0.0454,0.0656,0.1072,1012904424,,False,,,0.6667
715,DLX,3,2,0.6667,0.0539,0.1469,0.2423,1179650873,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",False,,,0.6667
716,DNTH,3,2,0.6667,0.2315,0.3947,0.5447,2048774466,PHARMACEUTICAL PREPARATIONS,False,,,0.6667
717,DTM,3,2,0.6667,0.0311,0.0754,0.1127,13543983549,NATURAL GAS TRANSMISSION,False,,,0.6667
718,EBC,3,2,0.6667,0.0276,0.0839,0.1169,4748054396,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",False,,,0.6667
719,NGVT,6,4,0.6667,0.104,0.1571,0.1686,2753765930,CHEMICALS & ALLIED PRODUCTS,False,,,0.6667
720,EXEL,3,2,0.6667,0.0989,0.0989,0.163,11406405620,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.6667
721,NIC,3,2,0.6667,0.0605,0.0827,0.1501,2298588149,NATIONAL COMMERCIAL BANKS,False,,,0.6667
722,FBNC,3,2,0.6667,0.0586,0.1209,0.1579,2526537211,STATE COMMERCIAL BANKS,False,,,0.6667
723,GRDN,3,2,0.6667,0.1643,0.2134,0.2423,2118708413,RETAIL-DRUG STORES AND PROPRIETARY STORES,False,,,0.6667
724,GSAT,3,2,0.6667,0.2189,0.3443,0.6994,7617915144,"COMMUNICATIONS SERVICES, NEC",False,,,0.6667
725,GVA,3,2,0.6667,0.1015,0.159,0.1848,5695935905,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,False,,,0.6667
726,H,3,2,0.6667,0.0338,0.0901,0.0973,15705883268,HOTELS & MOTELS,False,,,0.6667
727,HAL,3,2,0.6667,0.0602,0.0846,0.151,28443141796,Energy,True,,,0.6667
728,FOXA,3,2,0.6667,0.0371,0.0807,0.1211,23971068995,Communication Services,False,,,0.6667
729,FRPT,3,2,0.6667,0.0319,0.1026,0.1691,3305300581,GRAIN MILL PRODUCTS,False,,,0.6667
730,FSS,3,2,0.6667,0.0952,0.1912,0.2606,7326825442,MOTOR VEHICLES & PASSENGER CAR BODIES,False,,,0.6667
731,FUTU,6,4,0.6667,0.1409,0.2169,0.3178,20427459240,,False,,,0.6667
732,GILT,3,2,0.6667,0.1176,0.3456,0.477,1007407802,,False,,,0.6667
733,GNRC,3,2,0.6667,0.0812,0.1909,0.1909,13171638613,Industrials,False,,,0.6667
734,GPOR,6,4,0.6667,0.0635,0.1265,0.1414,3940051571,CRUDE PETROLEUM & NATURAL GAS,False,,,0.6667
735,GRAB,3,2,0.6667,0.0666,0.1197,0.1432,16887570000,,False,,,0.6667
736,HALO,3,2,0.6667,0.0912,0.1278,0.1551,9341905680,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.6667
737,HCSG,3,2,0.6667,0.0749,0.092,0.1645,1521134439,SERVICES-NURSING & PERSONAL CARE FACILITIES,False,,,0.6667
738,NN,3,2,0.6667,0.0798,0.0939,0.147,2169400025,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS",False,,,0.6667
739,HRMY,3,2,0.6667,0.121,0.1505,0.1662,2074044851,PHARMACEUTICAL PREPARATIONS,False,,,0.6667
740,HTZ,6,4,0.6667,0.2259,0.5691,0.5691,1570428241,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),False,,,0.6667
741,HUBB,3,2,0.6667,0.0508,0.0956,0.1596,27863058840,Industrials,False,,,0.6667
742,IBP,6,4,0.6667,0.1419,0.2181,0.248,9284648125,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,False,,,0.6667
743,KEY,3,2,0.6667,0.0286,0.0773,0.084,23922101700,Financials,False,,,0.6667
744,ICUI,3,2,0.6667,0.0596,0.0724,0.1175,3577097034,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,0.6667
745,IDT,3,2,0.6667,0.0857,0.0985,0.1608,1222576399,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),False,,,0.6667
746,ILMN,3,2,0.6667,0.0865,0.1375,0.1842,17860249000,LABORATORY ANALYTICAL INSTRUMENTS,False,,,0.6667
747,NOG,3,2,0.6667,0.0661,0.0788,0.0788,2533773308,CRUDE PETROLEUM & NATURAL GAS,False,,,0.6667
748,INOD,3,2,0.6667,0.2403,0.2595,0.5162,1414307614,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,False,,,0.6667
749,INTU,3,2,0.6667,0.0298,0.1112,0.2047,111142666353,Software,False,,,0.6667
750,IPGP,3,2,0.6667,0.0603,0.0877,0.1167,6483776881,SEMICONDUCTORS & RELATED DEVICES,False,,,0.6667
751,JNJ,3,2,0.6667,0.0471,0.0796,0.1155,586689895969,Health Care,False,,,0.6667
752,LUV,3,2,0.6667,0.0831,0.115,0.1187,25111262468,Industrials,False,,,0.6667
753,LYFT,3,2,0.6667,0.2615,0.2634,0.298,5282887865,"SERVICES-BUSINESS SERVICES, NEC",False,,,0.6667
754,KTB,3,2,0.6667,0.0667,0.1179,0.1282,3750345065,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",False,,,0.6667
755,KYMR,3,2,0.6667,0.1309,0.2976,0.517,6587119883,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.6667
756,LBRT,3,2,0.6667,0.1043,0.1719,0.2987,4197134523,"OIL & GAS FIELD SERVICES, NEC",False,,,0.6667
757,LOB,3,2,0.6667,0.0659,0.153,0.1699,1866153577,STATE COMMERCIAL BANKS,False,,,0.6667
758,LSCC,3,2,0.6667,0.0403,0.0827,0.1377,13354455646,SEMICONDUCTORS & RELATED DEVICES,False,,,0.6667
759,MTG,3,2,0.6667,0.0286,0.0646,0.0966,5776342220,SURETY INSURANCE,False,,,0.6667
760,MANU,3,2,0.6667,0.0697,0.1409,0.1807,3007255186,,False,,,0.6667
761,MCW,3,2,0.6667,0.0149,0.0722,0.0973,1955583174,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",False,,,0.6667
762,MGM,3,2,0.6667,0.0867,0.1267,0.1471,8733985638,Consumer Discretionary,False,,,0.6667
763,MGNI,3,2,0.6667,0.2833,0.4905,0.5418,1680680067,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",False,,,0.6667
764,MLM,3,2,0.6667,0.0866,0.1171,0.1397,40940107096,Industrials,False,,,0.6667
765,MNST,3,2,0.6667,0.0415,0.1003,0.1368,79607688679,Consumer Staples,False,,,0.6667
766,MOS,3,2,0.6667,0.0847,0.1899,0.2189,9411143553,Materials,False,,,0.6667
767,MPWR,3,2,0.6667,0.109,0.1498,0.2332,57061132230,Semiconductors,False,,,0.6667
768,MSTR,3,2,0.6667,0.1425,0.224,0.2242,44484025380,Software,True,,,0.6667
769,NEO,3,2,0.6667,0.1492,0.2964,0.3765,1472433175,SERVICES-TESTING LABORATORIES,False,,,0.6667
770,NEOG,3,2,0.6667,0.0642,0.156,0.3055,2379734232,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,False,,,0.6667
771,NET,6,4,0.6667,0.1166,0.1973,0.2573,68917068950,SERVICES-PREPACKAGED SOFTWARE,False,,,0.6667
772,PDM,3,2,0.6667,0.0919,0.0956,0.1223,1027284043,OPERATORS OF NONRESIDENTIAL BUILDINGS,False,,,0.6667
773,PDS,3,2,0.6667,0.0552,0.0993,0.125,1129645052,,False,,,0.6667
774,PFGC,3,2,0.6667,0.0453,0.0656,0.1174,15395699158,"WHOLESALE-GROCERIES, GENERAL LINE",False,,,0.6667
775,ODD,3,2,0.6667,0.1138,0.3057,0.3535,1612883553,,False,,,0.6667
776,OII,6,4,0.6667,0.0557,0.0929,0.1199,3307548244,"OIL & GAS FIELD SERVICES, NEC",False,,,0.6667
777,OMCL,3,2,0.6667,0.0966,0.1601,0.2537,1637993053,ELECTRONIC COMPUTERS,False,,,0.6667
778,ONC,9,6,0.6667,0.0561,0.1082,0.1741,38295394334,PHARMACEUTICAL PREPARATIONS,False,,,0.6667
779,OPEN,3,2,0.6667,1.6393,3.1193,4.7815,4239588188,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),False,,,0.6667
780,OSW,3,2,0.6667,0.045,0.0884,0.1074,2314319048,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,False,,,0.6667
781,PACS,3,2,0.6667,0.0214,0.4338,0.683,5921618594,SERVICES-SKILLED NURSING CARE FACILITIES,False,,,0.6667
782,PAX,3,2,0.6667,0.0658,0.1074,0.1468,2218207558,,False,,,0.6667
783,PAYC,6,4,0.6667,0.048,0.0886,0.1443,6866988000,Industrials,False,,,0.6667
784,PCVX,3,2,0.6667,0.1035,0.1612,0.2418,7766393828,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.6667
785,QXO,3,2,0.6667,0.1257,0.2257,0.3496,19179414398,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,False,,,0.6667
786,PI,3,2,0.6667,0.2564,0.2944,0.5008,3659243273,"ELECTRONIC COMPONENTS, NEC",False,,,0.6667
787,PIPR,3,2,0.6667,0.0444,0.1123,0.1745,5453799000,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",False,,,0.6667
788,PODD,3,2,0.6667,0.0843,0.1696,0.1696,17076006020,Health Care,False,,,0.6667
789,UCTT,3,2,0.6667,0.0694,0.0822,0.1271,2513990804,SEMICONDUCTORS & RELATED DEVICES,False,,,0.6667
790,PZZA,3,2,0.6667,0.1095,0.1431,0.1431,1042375534,RETAIL-EATING PLACES,False,,,0.6667
791,QCRH,3,2,0.6667,0.0502,0.0748,0.1172,1541877905,STATE COMMERCIAL BANKS,False,,,0.6667
792,QSR,3,2,0.6667,0.0499,0.092,0.1013,22905814133,RETAIL-EATING PLACES,False,,,0.6667
793,QURE,6,4,0.6667,0.4369,0.6263,0.6782,1276979091,PHARMACEUTICAL PREPARATIONS,False,,,0.6667
794,SATS,3,2,0.6667,0.2857,0.2879,0.9681,32573205042,"COMMUNICATIONS SERVICES, NEC",False,,,0.6667
795,SBAC,3,2,0.6667,0.0664,0.0765,0.095,21394653510,Real Estate,False,,,0.6667
796,UEC,3,2,0.6667,0.1652,0.2947,0.6062,7502017279,Nuclear,True,,,0.6667
797,RDNT,6,4,0.6667,0.0778,0.1178,0.1721,5381996353,SERVICES-MEDICAL LABORATORIES,False,,,0.6667
798,RIO,3,2,0.6667,0.0223,0.089,0.1819,195762678224,,False,,,0.6667
799,RKT,6,4,0.6667,0.0993,0.2514,0.3275,52600825424,MORTGAGE BANKERS & LOAN CORRESPONDENTS,False,,,0.6667
800,RLX,3,2,0.6667,0.1067,0.1067,0.1287,2863342481,,False,,,0.6667
801,UFPT,3,2,0.6667,0.1306,0.1309,0.1624,1895795859,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,0.6667
802,RRR,6,4,0.6667,0.0843,0.1434,0.1735,3694124772,HOTELS & MOTELS,False,,,0.6667
803,RTO,6,4,0.6667,0.0838,0.1032,0.1286,15314156899,,False,,,0.6667
804,RVMD,3,2,0.6667,0.1796,0.3729,0.7973,18618630419,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.6667
805,RYTM,6,4,0.6667,0.1069,0.1691,0.2036,6544805011,PHARMACEUTICAL PREPARATIONS,False,,,0.6667
806,SAH,3,2,0.6667,0.1,0.1746,0.2128,2054120035,RETAIL-AUTO DEALERS & GASOLINE STATIONS,False,,,0.6667
807,SPXC,6,4,0.6667,0.0763,0.1113,0.179,11910701947,METALWORKG MACHINERY & EQUIPMENT,False,,,0.6667
808,SRPT,3,2,0.6667,0.0886,0.1626,0.1843,1864164056,PHARMACEUTICAL PREPARATIONS,False,,,0.6667
809,SF,3,2,0.6667,0.0521,0.082,0.0948,12098016000,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",False,,,0.6667
810,SNX,3,2,0.6667,0.0294,0.0879,0.1045,13040987214,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,False,,,0.6667
811,SPNT,3,2,0.6667,0.108,0.1327,0.173,2395868266,"FIRE, MARINE & CASUALTY INSURANCE",False,,,0.6667
812,TMDX,3,2,0.6667,0.1589,0.3403,0.426,4437194358,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,False,,,0.6667
813,SSRM,3,2,0.6667,0.2066,0.2955,0.4635,5706362017,MINERAL ROYALTY TRADERS,False,,,0.6667
814,STLA,3,2,0.6667,0.0365,0.0621,0.0872,22387611093,,False,,,0.6667
815,SVV,3,2,0.6667,0.2207,0.2574,0.2574,1763807921,RETAIL-MISCELLANEOUS RETAIL,False,,,0.6667
816,SWKS,3,2,0.6667,0.0808,0.1079,0.1198,9338201305,Semiconductors,False,,,0.6667
817,TBBK,3,2,0.6667,0.1115,0.2135,0.2701,2572255413,NATIONAL COMMERCIAL BANKS,False,,,0.6667
818,TCBK,3,2,0.6667,0.0773,0.0872,0.1327,1626449192,STATE COMMERCIAL BANKS,False,,,0.6667
819,THO,3,2,0.6667,0.0679,0.1352,0.1974,6065350240,MOTOR HOMES,False,,,0.6667
820,URBN,3,2,0.6667,0.0887,0.0887,0.2077,6293667939,RETAIL-FAMILY CLOTHING STORES,False,,,0.6667
821,TPB,3,2,0.6667,0.0562,0.0944,0.1744,2512953649,TOBACCO PRODUCTS,False,,,0.6667
822,TTD,3,2,0.6667,0.0893,0.0893,0.1379,12481583517,Communication Services,True,,,0.6667
823,TWST,3,2,0.6667,0.0744,0.0744,0.084,3011017783,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.6667
824,TX,3,2,0.6667,0.0398,0.0595,0.1004,8568830144,,False,,,0.6667
825,UGP,3,2,0.6667,0.0914,0.141,0.2055,5482746166,,False,,,0.6667
826,WRB,3,2,0.6667,0.0907,0.1028,0.1269,26287773200,Financials,False,,,0.6667
827,WT,3,2,0.6667,0.0977,0.2203,0.2647,2302064680,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",False,,,0.6667
828,VAC,3,2,0.6667,0.0664,0.1197,0.1261,1867424814,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),False,,,0.6667
829,VFC,3,2,0.6667,0.0388,0.1062,0.1349,7942645862,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",False,,,0.6667
830,VICR,3,2,0.6667,0.0797,0.3644,0.5827,6964024486,"ELECTRONIC COMPONENTS, NEC",False,,,0.6667
831,VTOL,6,4,0.6667,0.0362,0.061,0.0949,1275372000,"AIR TRANSPORTATION, NONSCHEDULED",False,,,0.6667
832,VVX,3,2,0.6667,0.1312,0.1312,0.1344,2043599934,SERVICES-FACILITIES SUPPORT MANAGEMENT SERVICES,False,,,0.6667
833,WAT,3,2,0.6667,0.1017,0.1425,0.1425,31719210992,Health Care,False,,,0.6667
834,WFC,3,2,0.6667,0.0259,0.09,0.1009,268995987573,Financials,False,,,0.6667
835,WTS,3,2,0.6667,0.0357,0.0851,0.1125,10954117640,MISCELLANEOUS FABRICATED METAL PRODUCTS,False,,,0.6667
836,WTTR,3,2,0.6667,0.0886,0.1358,0.1827,1344928303,"OIL & GAS FIELD SERVICES, NEC",False,,,0.6667
837,XHR,3,2,0.6667,0.0509,0.087,0.111,1491294416,HOTELS & MOTELS,False,,,0.6667
838,XPEL,6,4,0.6667,0.0931,0.1462,0.2469,1486894445,"COATING, ENGRAVING & ALLIED SERVICES",False,,,0.6667
839,XPEV,3,2,0.6667,0.1129,0.1675,0.1675,17114133266,,False,,,0.6667
840,XYZ,3,2,0.6667,0.051,0.1116,0.1133,30261717000,Financials,False,,,0.6667
841,ZGN,3,2,0.6667,0.0893,0.12,0.1565,2805146622,,False,,,0.6667
842,ZLAB,3,2,0.6667,0.0512,0.0512,0.1025,2244751724,PHARMACEUTICAL PREPARATIONS,False,,,0.6667
843,AAPL,5,3,0.6,0.0467,0.0777,0.1119,3755141989200,Technology,False,,,0.6
844,ACHC,5,3,0.6,0.0459,0.0504,0.0795,1516750256,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",False,,,0.6
845,ALGT,5,3,0.6,0.0786,0.1607,0.232,2037833994,"AIR TRANSPORTATION, SCHEDULED",False,,,0.6
846,APPN,5,3,0.6,0.0493,0.1696,0.2808,1688335852,SERVICES-PREPACKAGED SOFTWARE,False,,,0.6
847,BDC,5,3,0.6,0.0447,0.0754,0.1014,5880097270,DRAWING & INSULATING OF NONFERROUS WIRE,False,,,0.6
848,CAAP,5,3,0.6,0.0794,0.1404,0.1778,4560772597,,False,,,0.6
849,CGON,5,3,0.6,0.0579,0.1036,0.2011,4255150677,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.6
850,CHEF,5,3,0.6,0.0734,0.0876,0.1113,2784518973,"WHOLESALE-GROCERIES, GENERAL LINE",False,,,0.6
851,EOSE,5,3,0.6,0.2145,0.4584,0.7109,3597489786,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",False,,,0.6
852,COMP,5,3,0.6,0.1115,0.1284,0.2169,7539916519,SERVICES-COMPUTER PROGRAMMING SERVICES,False,,,0.6
853,CRSP,5,3,0.6,0.1062,0.2274,0.337,5093940507,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.6
854,CSAN,5,3,0.6,0.0868,0.0929,0.1093,4580778431,,False,,,0.6
855,CTOS,5,3,0.6,0.1081,0.1366,0.1967,1644822594,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",False,,,0.6
856,EBAY,5,3,0.6,0.0377,0.1083,0.1478,37235760000,Consumer Discretionary,False,,,0.6
857,ECO,5,3,0.6,0.1015,0.1612,0.2247,1678139271,,False,,,0.6
858,FLYW,5,3,0.6,0.064,0.0889,0.1253,1339732444,"SERVICES-BUSINESS SERVICES, NEC",False,,,0.6
859,ESLT,5,3,0.6,0.0764,0.1102,0.1209,31425927890,,False,,,0.6
860,FDP,5,3,0.6,0.0383,0.092,0.1048,1932489729,,False,,,0.6
861,FIG,5,3,0.6,0.0337,0.0634,0.0747,11165681406,SERVICES-PREPACKAGED SOFTWARE,False,,,0.6
862,GRBK,5,3,0.6,0.0516,0.0754,0.0919,3510911247,OPERATIVE BUILDERS,False,,,0.6
863,GWRE,5,3,0.6,0.0778,0.2083,0.2097,10799985927,SERVICES-PREPACKAGED SOFTWARE,False,,,0.6
864,FSLY,5,3,0.6,0.1242,0.2668,0.3832,2728044000,SERVICES-PREPACKAGED SOFTWARE,False,,,0.6
865,HAYW,5,3,0.6,0.032,0.032,0.0641,3623784723,REFRIGERATION & SERVICE INDUSTRY MACHINERY,False,,,0.6
866,HCA,5,3,0.6,0.0463,0.0787,0.1098,120820838437,Health Care,False,,,0.6
867,HURN,5,3,0.6,0.0436,0.1006,0.1081,2161304221,SERVICES-MANAGEMENT CONSULTING SERVICES,False,,,0.6
868,LW,5,3,0.6,0.0663,0.1009,0.1271,6918995820,Consumer Staples,False,,,0.6
869,KT,5,3,0.6,0.0421,0.0913,0.1071,11362160855,,False,,,0.6
870,LAZ,5,3,0.6,0.0632,0.1262,0.1559,4910748450,INVESTMENT ADVICE,False,,,0.6
871,LLY,5,3,0.6,0.0855,0.1661,0.2118,981091716800,Health Care,False,,,0.6
872,LNTH,5,3,0.6,0.0563,0.1466,0.1692,4600711227,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,False,,,0.6
873,LSPD,5,3,0.6,0.0669,0.1197,0.1826,1234335441,,False,,,0.6
874,MBC,5,3,0.6,0.0509,0.0942,0.1056,1494728784,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)",False,,,0.6
875,META,5,3,0.6,0.0502,0.0864,0.1071,1618333699203,Communication Services,False,,,0.6
876,MFG,5,3,0.6,0.0536,0.1009,0.1829,121819924066,,False,,,0.6
877,MLCO,5,3,0.6,0.0816,0.1768,0.2223,2160360976,,False,,,0.6
878,MRP,5,3,0.6,0.0643,0.1123,0.1273,5307131799,REAL ESTATE,False,,,0.6
879,MUR,5,3,0.6,0.077,0.0876,0.1506,4798878758,CRUDE PETROLEUM & NATURAL GAS,False,,,0.6
880,NUVL,5,3,0.6,0.068,0.1178,0.143,7829400013,PHARMACEUTICAL PREPARATIONS,False,,,0.6
881,PEN,5,3,0.6,0.0869,0.0944,0.1262,13310627031,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,0.6
882,ORA,5,3,0.6,0.0733,0.0998,0.1523,7183799996,ELECTRIC SERVICES,False,,,0.6
883,OSCR,5,3,0.6,0.0605,0.1664,0.1717,3994986380,HOSPITAL & MEDICAL SERVICE PLANS,False,,,0.6
884,PAHC,5,3,0.6,0.107,0.2065,0.2707,2118344258,PHARMACEUTICAL PREPARATIONS,False,,,0.6
885,PAM,5,3,0.6,0.1329,0.1476,0.1629,4375836480,,False,,,0.6
886,PII,5,3,0.6,0.0764,0.1782,0.2173,3702265278,MISCELLANEOUS TRANSPORTATION EQUIPMENT,False,,,0.6
887,PRDO,5,3,0.6,0.1096,0.1533,0.1533,2021655420,SERVICES-EDUCATIONAL SERVICES,False,,,0.6
888,SRAD,5,3,0.6,0.0552,0.0931,0.0969,4874323856,,False,,,0.6
889,SDRL,5,3,0.6,0.0643,0.1164,0.1446,2660882134,DRILLING OIL & GAS WELLS,False,,,0.6
890,SLNO,5,3,0.6,0.1375,0.1752,0.1942,2000161331,PHARMACEUTICAL PREPARATIONS,False,,,0.6
891,SNEX,5,3,0.6,0.0872,0.0983,0.1285,6684875724,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",False,,,0.6
892,SUPN,5,3,0.6,0.1231,0.1772,0.2233,2915132554,PHARMACEUTICAL PREPARATIONS,False,,,0.6
893,TAL,5,3,0.6,0.0415,0.0415,0.1041,6845869575,,False,,,0.6
894,UNFI,5,3,0.6,0.2005,0.2166,0.3145,2455552225,"WHOLESALE-GROCERIES, GENERAL LINE",False,,,0.6
895,USLM,5,3,0.6,0.0545,0.0732,0.1213,3106229215,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),False,,,0.6
896,TRMD,5,3,0.6,0.0838,0.1051,0.1261,2623503784,,False,,,0.6
897,WRBY,5,3,0.6,0.1035,0.1445,0.178,2743821699,OPHTHALMIC GOODS,False,,,0.6
898,VCYT,5,3,0.6,0.06,0.1421,0.2258,2827588918,SERVICES-MEDICAL LABORATORIES,False,,,0.6
899,XENE,5,3,0.6,0.0615,0.1207,0.1409,3205367207,PHARMACEUTICAL PREPARATIONS,False,,,0.6
900,CPA,7,4,0.5714,0.0294,0.051,0.1089,6000812604,,False,,,0.5714
901,DASH,7,4,0.5714,0.0349,0.0789,0.1127,69106302536,Consumer Discretionary,False,,,0.5714
902,INSM,7,4,0.5714,0.1125,0.1456,0.3127,31724428513,Biotechnology,False,,,0.5714
903,PWR,7,4,0.5714,0.1205,0.1603,0.2167,78148654058,Industrials,False,,,0.5714
904,VET,7,4,0.5714,0.0281,0.0628,0.0978,1538943020,,False,,,0.5714
905,AMX,9,5,0.5556,0.0713,0.1131,0.1364,71772683375,,False,,,0.5556
906,AA,4,2,0.5,0.0644,0.1338,0.3265,15524893718,PRIMARY PRODUCTION OF ALUMINUM,False,,,0.5
907,ACLX,4,2,0.5,0.0739,0.113,0.1646,3960866663,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,0.5
908,ADM,4,2,0.5,0.0347,0.0713,0.1137,33404402279,Consumer Staples,False,,,0.5
909,AIR,4,2,0.5,0.0963,0.1352,0.1507,4470901953,AIRCRAFT & PARTS,False,,,0.5
910,ALKS,6,3,0.5,0.0256,0.0538,0.0802,5475296598,PHARMACEUTICAL PREPARATIONS,False,,,0.5
911,ALLY,4,2,0.5,0.0782,0.0782,0.1122,12586514400,STATE COMMERCIAL BANKS,False,,,0.5
912,ANET,4,2,0.5,0.1204,0.172,0.2413,178302173061,Technology,False,,,0.5
913,ARE,4,2,0.5,0.0398,0.0481,0.0687,9096535948,Real Estate,False,,,0.5
914,ARLO,4,2,0.5,0.1009,0.13,0.1719,1210431700,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,False,,,0.5
915,ARR,4,2,0.5,0.0378,0.0564,0.0905,2047737718,REAL ESTATE INVESTMENT TRUSTS,False,,,0.5
916,ASAN,4,2,0.5,0.0915,0.1309,0.1309,1792476007,SERVICES-PREPACKAGED SOFTWARE,False,,,0.5
917,ASX,6,3,0.5,0.0746,0.1506,0.2029,51176838749,,False,,,0.5
918,ATAT,4,2,0.5,0.0528,0.099,0.1162,5412743700,,False,,,0.5
919,ATKR,4,2,0.5,0.0481,0.0906,0.1162,2249805796,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",False,,,0.5
920,AVO,4,2,0.5,0.0429,0.0915,0.1038,1017960381,,False,,,0.5
921,AXON,4,2,0.5,0.0956,0.1301,0.1583,34131810941,Aerospace & Defense,False,,,0.5
922,BABA,4,2,0.5,0.1482,0.2441,0.2643,371778809797,,False,,,0.5
923,BHF,4,2,0.5,0.0692,0.1273,0.1273,3650632880,LIFE INSURANCE,False,,,0.5
924,BOOT,4,2,0.5,0.1173,0.1722,0.2013,5718736823,RETAIL-SHOE STORES,False,,,0.5
925,CNK,4,2,0.5,0.125,0.214,0.214,2922800441,SERVICES-MOTION PICTURE THEATERS,False,,,0.5
926,CAVA,4,2,0.5,0.087,0.1051,0.1051,7365118620,RETAIL-EATING PLACES,False,,,0.5
927,CHRW,4,2,0.5,0.0549,0.0821,0.168,20793324699,Industrials,False,,,0.5
928,CLMT,4,2,0.5,0.0898,0.159,0.1759,2482041123,PETROLEUM REFINING,False,,,0.5
929,COF,4,2,0.5,0.0456,0.1103,0.1189,129626987000,Financials,False,,,0.5
930,CRWD,4,2,0.5,0.126,0.1871,0.2069,108311573761,Software,True,,,0.5
931,CSR,4,2,0.5,0.0323,0.036,0.0654,1061839460,REAL ESTATE INVESTMENT TRUSTS,False,,,0.5
932,CTRE,4,2,0.5,0.0485,0.0852,0.1027,8912081183,REAL ESTATE INVESTMENT TRUSTS,False,,,0.5
